1;2023-02-28T20:58:17.486690400;100.0;100.0;0.0;2;2
2;2023-02-28T20:58:32.773120200;100.0;100.0;0.0;2;2
3;2023-02-28T20:58:58.522066700;400.0;400.0;0.0;2;2
4;2023-02-28T20:59:45.208111600;200.0;200.0;0.0;1;1
5;2023-02-28T21:17:46.981073100;100.0;100.0;0.0;2;2
6;2023-03-02T13:46:47.263992700;4.0;4.0;0.0;2;2
7;2023-03-02T14:03:09.146077600;4.0;4.0;0.0;1;1
8;2023-03-02T14:23:15.330765700;105.0;105.0;0.0;2;2
9;2023-03-02T21:03:20.996615200;105.0;105.0;0.0;2;2
10;2023-03-03T22:27:26.133724800;117.99;117.99;0.0;2;2
